id;nombres;edad;notas
4431;nombre 4431;17;10
4432;nombre 4432;18;17
4433;nombre 4433;15;20
4434;nombre 4434;17;9
4435;nombre 4435;19;11
4436;nombre 4436;18;12
4437;nombre 4437;19;1
4438;nombre 4438;20;9
4439;nombre 4439;13;19
4440;nombre 4440;18;20
4441;nombre 4441;13;19
4442;nombre 4442;15;20
4443;nombre 4443;18;19
4444;nombre 4444;12;0
4445;nombre 4445;19;10
4446;nombre 4446;17;9
4447;nombre 4447;16;3
4448;nombre 4448;12;1
4449;nombre 4449;13;7
4450;nombre 4450;13;4
4451;nombre 4451;12;12
4452;nombre 4452;20;18
4453;nombre 4453;17;8
4454;nombre 4454;18;3
4455;nombre 4455;15;3
4456;nombre 4456;17;10
4457;nombre 4457;18;10
4458;nombre 4458;14;0
4459;nombre 4459;18;2
4460;nombre 4460;16;14
4461;nombre 4461;20;18
4462;nombre 4462;10;2
4463;nombre 4463;18;0
4464;nombre 4464;12;7
4465;nombre 4465;18;4
4466;nombre 4466;20;9
4467;nombre 4467;16;7
4468;nombre 4468;15;18
4469;nombre 4469;10;4
4470;nombre 4470;12;20
4471;nombre 4471;13;1
4472;nombre 4472;13;13
4473;nombre 4473;13;0
4474;nombre 4474;20;3
4475;nombre 4475;17;8
4476;nombre 4476;13;4
4477;nombre 4477;17;5
4478;nombre 4478;14;19
4479;nombre 4479;15;0
4480;nombre 4480;15;12
4481;nombre 4481;10;7
4482;nombre 4482;11;12
4483;nombre 4483;19;3
4484;nombre 4484;12;11
4485;nombre 4485;19;5
4486;nombre 4486;13;14
4487;nombre 4487;13;10
4488;nombre 4488;20;11
4489;nombre 4489;20;4
4490;nombre 4490;20;12
4491;nombre 4491;11;7
4492;nombre 4492;14;13
4493;nombre 4493;19;13
4494;nombre 4494;20;8
4495;nombre 4495;20;0
4496;nombre 4496;10;12
4497;nombre 4497;12;12
4498;nombre 4498;14;20
4499;nombre 4499;18;2
4500;nombre 4500;11;9
4501;nombre 4501;10;1
4502;nombre 4502;14;8
4503;nombre 4503;13;19
4504;nombre 4504;16;15
4505;nombre 4505;17;12
4506;nombre 4506;11;3
4507;nombre 4507;14;8
4508;nombre 4508;17;17
4509;nombre 4509;20;19
4510;nombre 4510;14;20
4511;nombre 4511;19;14
4512;nombre 4512;13;20
4513;nombre 4513;14;10
4514;nombre 4514;10;14
4515;nombre 4515;13;5
4516;nombre 4516;12;8
4517;nombre 4517;20;14
4518;nombre 4518;13;5
4519;nombre 4519;16;17
4520;nombre 4520;13;12
4521;nombre 4521;15;18
4522;nombre 4522;13;16
4523;nombre 4523;17;2
4524;nombre 4524;14;17
4525;nombre 4525;17;20
4526;nombre 4526;18;9
4527;nombre 4527;13;8
4528;nombre 4528;12;4
4529;nombre 4529;20;6
4530;nombre 4530;10;5
4531;nombre 4531;11;14
4532;nombre 4532;16;1
4533;nombre 4533;11;7
4534;nombre 4534;17;0
4535;nombre 4535;12;1
4536;nombre 4536;16;14
4537;nombre 4537;17;14
4538;nombre 4538;12;11
4539;nombre 4539;17;19
4540;nombre 4540;20;20
4541;nombre 4541;20;11
4542;nombre 4542;16;7
4543;nombre 4543;19;5
4544;nombre 4544;16;15
4545;nombre 4545;13;6
4546;nombre 4546;12;13
4547;nombre 4547;13;7
4548;nombre 4548;19;11
4549;nombre 4549;17;12
4550;nombre 4550;12;2
4551;nombre 4551;19;2
4552;nombre 4552;16;19
4553;nombre 4553;14;15
4554;nombre 4554;19;8
4555;nombre 4555;20;12
4556;nombre 4556;13;13
4557;nombre 4557;11;18
4558;nombre 4558;17;12
4559;nombre 4559;12;8
4560;nombre 4560;15;1
4561;nombre 4561;15;19
4562;nombre 4562;17;14
4563;nombre 4563;10;14
4564;nombre 4564;12;4
4565;nombre 4565;17;5
4566;nombre 4566;20;20
4567;nombre 4567;20;17
4568;nombre 4568;19;9
4569;nombre 4569;15;18
4570;nombre 4570;18;6
4571;nombre 4571;18;12
4572;nombre 4572;17;1
4573;nombre 4573;11;1
4574;nombre 4574;19;10
4575;nombre 4575;16;16
4576;nombre 4576;20;1
4577;nombre 4577;18;2
4578;nombre 4578;10;6
4579;nombre 4579;13;3
4580;nombre 4580;15;8
4581;nombre 4581;19;10
4582;nombre 4582;19;1
4583;nombre 4583;14;10
4584;nombre 4584;18;13
4585;nombre 4585;12;18
4586;nombre 4586;11;6
4587;nombre 4587;14;19
4588;nombre 4588;14;3
4589;nombre 4589;14;14
4590;nombre 4590;18;18
4591;nombre 4591;18;11
4592;nombre 4592;15;20
4593;nombre 4593;15;18
4594;nombre 4594;10;7
4595;nombre 4595;10;9
4596;nombre 4596;15;8
4597;nombre 4597;18;14
4598;nombre 4598;19;10
4599;nombre 4599;14;20
4600;nombre 4600;12;18
4601;nombre 4601;12;15
4602;nombre 4602;15;1
4603;nombre 4603;15;12
4604;nombre 4604;10;7
4605;nombre 4605;15;15
4606;nombre 4606;18;17
4607;nombre 4607;16;0
4608;nombre 4608;13;13
4609;nombre 4609;15;4
4610;nombre 4610;12;18
4611;nombre 4611;12;6
4612;nombre 4612;20;19
4613;nombre 4613;11;1
4614;nombre 4614;15;20
4615;nombre 4615;15;12
4616;nombre 4616;19;10
4617;nombre 4617;14;4
4618;nombre 4618;14;13
4619;nombre 4619;17;1
4620;nombre 4620;19;5
4621;nombre 4621;18;10
4622;nombre 4622;19;11
4623;nombre 4623;20;10
4624;nombre 4624;20;0
4625;nombre 4625;17;6
4626;nombre 4626;17;10
4627;nombre 4627;14;7
4628;nombre 4628;17;12
4629;nombre 4629;14;3
4630;nombre 4630;19;2
4631;nombre 4631;16;7
4632;nombre 4632;12;19
4633;nombre 4633;17;5
4634;nombre 4634;20;19
4635;nombre 4635;17;20
4636;nombre 4636;10;10
4637;nombre 4637;16;3
4638;nombre 4638;18;17
4639;nombre 4639;17;4
4640;nombre 4640;11;0
4641;nombre 4641;20;9
4642;nombre 4642;17;7
4643;nombre 4643;15;19
4644;nombre 4644;19;5
4645;nombre 4645;11;11
4646;nombre 4646;18;2
4647;nombre 4647;12;9
4648;nombre 4648;14;15
4649;nombre 4649;13;18
4650;nombre 4650;11;9
4651;nombre 4651;16;12
4652;nombre 4652;15;1
4653;nombre 4653;12;16
4654;nombre 4654;12;0
4655;nombre 4655;13;7
4656;nombre 4656;13;10
4657;nombre 4657;19;15
4658;nombre 4658;16;0
4659;nombre 4659;14;5
4660;nombre 4660;12;11
4661;nombre 4661;13;0
4662;nombre 4662;16;13
4663;nombre 4663;16;18
4664;nombre 4664;18;11
4665;nombre 4665;19;15
4666;nombre 4666;20;3
4667;nombre 4667;13;19
4668;nombre 4668;10;13
4669;nombre 4669;10;8
4670;nombre 4670;20;1
4671;nombre 4671;20;1
4672;nombre 4672;13;8
4673;nombre 4673;20;20
4674;nombre 4674;11;14
4675;nombre 4675;11;4
4676;nombre 4676;20;11
4677;nombre 4677;18;17
4678;nombre 4678;12;17
4679;nombre 4679;13;10
4680;nombre 4680;12;17
4681;nombre 4681;20;2
4682;nombre 4682;15;10
4683;nombre 4683;16;9
4684;nombre 4684;19;18
4685;nombre 4685;18;13
4686;nombre 4686;12;19
4687;nombre 4687;12;5
4688;nombre 4688;14;1
4689;nombre 4689;14;7
4690;nombre 4690;17;1
4691;nombre 4691;19;9
4692;nombre 4692;18;11
4693;nombre 4693;17;14
4694;nombre 4694;16;6
4695;nombre 4695;13;0
4696;nombre 4696;15;14
4697;nombre 4697;15;11
4698;nombre 4698;19;16
4699;nombre 4699;16;0
4700;nombre 4700;10;0
4701;nombre 4701;11;2
4702;nombre 4702;14;14
4703;nombre 4703;15;9
4704;nombre 4704;13;12
4705;nombre 4705;13;6
4706;nombre 4706;15;4
4707;nombre 4707;11;16
4708;nombre 4708;13;8
4709;nombre 4709;12;8
4710;nombre 4710;14;2
4711;nombre 4711;11;17
4712;nombre 4712;14;5
4713;nombre 4713;17;15
4714;nombre 4714;19;13
4715;nombre 4715;20;15
4716;nombre 4716;13;1
4717;nombre 4717;10;8
4718;nombre 4718;16;0
4719;nombre 4719;12;3
4720;nombre 4720;19;6
4721;nombre 4721;19;2
4722;nombre 4722;18;18
4723;nombre 4723;15;14
4724;nombre 4724;20;16
4725;nombre 4725;10;13
4726;nombre 4726;16;10
4727;nombre 4727;15;18
4728;nombre 4728;18;15
4729;nombre 4729;20;10
4730;nombre 4730;20;16
4731;nombre 4731;15;8
4732;nombre 4732;13;2
4733;nombre 4733;20;12
4734;nombre 4734;19;19
4735;nombre 4735;15;18
4736;nombre 4736;16;9
4737;nombre 4737;16;9
4738;nombre 4738;14;8
4739;nombre 4739;13;16
4740;nombre 4740;16;19
4741;nombre 4741;12;0
4742;nombre 4742;20;14
4743;nombre 4743;11;20
4744;nombre 4744;18;14
4745;nombre 4745;18;6
4746;nombre 4746;19;7
4747;nombre 4747;14;7
4748;nombre 4748;10;8
4749;nombre 4749;12;13
4750;nombre 4750;14;15
4751;nombre 4751;20;17
4752;nombre 4752;15;11
4753;nombre 4753;18;4
4754;nombre 4754;13;7
4755;nombre 4755;14;12
4756;nombre 4756;17;11
4757;nombre 4757;15;19
4758;nombre 4758;20;12
4759;nombre 4759;14;11
4760;nombre 4760;14;0
4761;nombre 4761;11;10
4762;nombre 4762;12;7
4763;nombre 4763;15;10
4764;nombre 4764;11;10
4765;nombre 4765;19;20
4766;nombre 4766;18;12
4767;nombre 4767;18;4
4768;nombre 4768;17;0
4769;nombre 4769;15;9
4770;nombre 4770;20;17
4771;nombre 4771;12;15
4772;nombre 4772;18;17
4773;nombre 4773;16;1
4774;nombre 4774;10;9
4775;nombre 4775;16;0
4776;nombre 4776;16;1
4777;nombre 4777;15;13
4778;nombre 4778;14;3
4779;nombre 4779;15;18
4780;nombre 4780;19;6
4781;nombre 4781;12;16
4782;nombre 4782;15;4
4783;nombre 4783;14;13
4784;nombre 4784;10;0
4785;nombre 4785;20;5
4786;nombre 4786;13;10
4787;nombre 4787;20;3
4788;nombre 4788;15;4
4789;nombre 4789;16;6
4790;nombre 4790;15;6
4791;nombre 4791;13;6
4792;nombre 4792;16;19
4793;nombre 4793;20;11
4794;nombre 4794;19;5
4795;nombre 4795;10;1
4796;nombre 4796;13;15
4797;nombre 4797;11;10
4798;nombre 4798;10;20
4799;nombre 4799;19;4
4800;nombre 4800;19;1
4801;nombre 4801;20;2
4802;nombre 4802;12;8
4803;nombre 4803;19;10
4804;nombre 4804;11;4
4805;nombre 4805;14;3
4806;nombre 4806;14;1
4807;nombre 4807;14;11
4808;nombre 4808;15;10
4809;nombre 4809;11;4
4810;nombre 4810;10;9
4811;nombre 4811;19;9
4812;nombre 4812;14;1
4813;nombre 4813;16;13
4814;nombre 4814;20;15
4815;nombre 4815;17;15
4816;nombre 4816;16;8
4817;nombre 4817;15;20
4818;nombre 4818;13;11
4819;nombre 4819;11;2
4820;nombre 4820;18;5
4821;nombre 4821;19;0
4822;nombre 4822;17;9
4823;nombre 4823;13;2
4824;nombre 4824;13;3
4825;nombre 4825;10;12
4826;nombre 4826;10;10
4827;nombre 4827;10;0
4828;nombre 4828;20;7
4829;nombre 4829;17;13
4830;nombre 4830;13;18
4831;nombre 4831;18;1
4832;nombre 4832;20;11
4833;nombre 4833;19;16
4834;nombre 4834;19;5
4835;nombre 4835;14;1
4836;nombre 4836;18;18
4837;nombre 4837;17;7
4838;nombre 4838;12;10
4839;nombre 4839;10;19
4840;nombre 4840;16;8
4841;nombre 4841;16;8
4842;nombre 4842;12;17
4843;nombre 4843;14;10
4844;nombre 4844;14;13
4845;nombre 4845;10;1
4846;nombre 4846;17;11
4847;nombre 4847;11;8
4848;nombre 4848;15;20
4849;nombre 4849;10;8
4850;nombre 4850;17;3
4851;nombre 4851;19;8
4852;nombre 4852;20;15
4853;nombre 4853;10;20
4854;nombre 4854;19;8
4855;nombre 4855;13;1
4856;nombre 4856;18;7
4857;nombre 4857;13;1
4858;nombre 4858;16;0
4859;nombre 4859;13;4
4860;nombre 4860;14;0
4861;nombre 4861;18;20
4862;nombre 4862;15;5
4863;nombre 4863;10;1
4864;nombre 4864;11;12
4865;nombre 4865;18;6
4866;nombre 4866;19;15
4867;nombre 4867;17;11
4868;nombre 4868;20;15
4869;nombre 4869;18;20
4870;nombre 4870;10;5
4871;nombre 4871;16;19
4872;nombre 4872;16;1
4873;nombre 4873;18;1
4874;nombre 4874;11;2
4875;nombre 4875;12;19
4876;nombre 4876;12;20
4877;nombre 4877;11;18
4878;nombre 4878;14;4
4879;nombre 4879;11;13
4880;nombre 4880;14;20
4881;nombre 4881;17;11
4882;nombre 4882;13;16
4883;nombre 4883;20;11
4884;nombre 4884;14;13
4885;nombre 4885;13;9
4886;nombre 4886;12;9
4887;nombre 4887;18;11
4888;nombre 4888;11;5
4889;nombre 4889;19;8
4890;nombre 4890;10;15
4891;nombre 4891;19;4
4892;nombre 4892;14;0
4893;nombre 4893;11;17
4894;nombre 4894;20;14
4895;nombre 4895;19;10
4896;nombre 4896;14;2
4897;nombre 4897;14;6
4898;nombre 4898;10;11
4899;nombre 4899;17;11
4900;nombre 4900;12;15
4901;nombre 4901;15;0
4902;nombre 4902;13;18
4903;nombre 4903;15;4
4904;nombre 4904;14;15
4905;nombre 4905;18;1
4906;nombre 4906;19;4
4907;nombre 4907;15;10
4908;nombre 4908;13;2
4909;nombre 4909;11;9
4910;nombre 4910;15;3
4911;nombre 4911;10;1
4912;nombre 4912;19;0
4913;nombre 4913;12;4
4914;nombre 4914;15;7
4915;nombre 4915;12;1
4916;nombre 4916;16;1
4917;nombre 4917;16;0
4918;nombre 4918;13;12
4919;nombre 4919;15;1
4920;nombre 4920;10;13
4921;nombre 4921;10;5
4922;nombre 4922;18;10
4923;nombre 4923;20;2
4924;nombre 4924;20;9
4925;nombre 4925;11;13
4926;nombre 4926;13;5
4927;nombre 4927;16;1
4928;nombre 4928;14;7
4929;nombre 4929;11;5
4930;nombre 4930;17;10
4931;nombre 4931;15;10
4932;nombre 4932;20;5
4933;nombre 4933;20;15
4934;nombre 4934;12;17
4935;nombre 4935;12;15
4936;nombre 4936;12;8
4937;nombre 4937;13;8
4938;nombre 4938;12;8
4939;nombre 4939;13;19
4940;nombre 4940;18;5
4941;nombre 4941;13;12
4942;nombre 4942;12;9
4943;nombre 4943;16;12
4944;nombre 4944;10;4
4945;nombre 4945;19;0
4946;nombre 4946;17;17
4947;nombre 4947;13;13
4948;nombre 4948;12;7
4949;nombre 4949;18;8
4950;nombre 4950;14;13
4951;nombre 4951;12;12
4952;nombre 4952;19;19
4953;nombre 4953;16;13
4954;nombre 4954;10;12
4955;nombre 4955;20;9
4956;nombre 4956;12;13
4957;nombre 4957;15;5
4958;nombre 4958;18;20
4959;nombre 4959;17;14
4960;nombre 4960;11;20
4961;nombre 4961;12;20
4962;nombre 4962;10;9
4963;nombre 4963;10;9
4964;nombre 4964;16;18
4965;nombre 4965;14;0
4966;nombre 4966;14;2
4967;nombre 4967;13;7
4968;nombre 4968;13;11
4969;nombre 4969;13;20
4970;nombre 4970;14;9
4971;nombre 4971;10;2
4972;nombre 4972;18;4
4973;nombre 4973;19;5
4974;nombre 4974;10;6
4975;nombre 4975;12;20
4976;nombre 4976;20;8
4977;nombre 4977;13;9
4978;nombre 4978;17;11
4979;nombre 4979;12;18
4980;nombre 4980;16;2
4981;nombre 4981;10;19
4982;nombre 4982;19;3
4983;nombre 4983;20;7
4984;nombre 4984;12;5
4985;nombre 4985;20;12
4986;nombre 4986;20;0
4987;nombre 4987;10;17
4988;nombre 4988;18;12
4989;nombre 4989;10;6
4990;nombre 4990;11;13
4991;nombre 4991;11;13
4992;nombre 4992;12;14
4993;nombre 4993;11;1
4994;nombre 4994;16;18
4995;nombre 4995;17;19
4996;nombre 4996;19;3
4997;nombre 4997;12;15
4998;nombre 4998;19;15
4999;nombre 4999;17;14
5000;nombre 5000;12;8
5001;nombre 5001;19;17
5002;nombre 5002;20;11
5003;nombre 5003;17;11
5004;nombre 5004;15;7
5005;nombre 5005;19;7
5006;nombre 5006;18;11
5007;nombre 5007;14;2
5008;nombre 5008;18;16
5009;nombre 5009;14;5
5010;nombre 5010;17;20
5011;nombre 5011;13;12
5012;nombre 5012;19;19
5013;nombre 5013;14;16
5014;nombre 5014;17;10
5015;nombre 5015;15;14
5016;nombre 5016;19;17
5017;nombre 5017;13;8
5018;nombre 5018;16;4
5019;nombre 5019;16;1
5020;nombre 5020;17;15
5021;nombre 5021;12;9
5022;nombre 5022;18;7
5023;nombre 5023;13;8
5024;nombre 5024;19;15
5025;nombre 5025;14;13
5026;nombre 5026;15;6
5027;nombre 5027;14;12
5028;nombre 5028;19;1
5029;nombre 5029;20;11
5030;nombre 5030;18;7
5031;nombre 5031;10;19
5032;nombre 5032;14;6
5033;nombre 5033;20;11
5034;nombre 5034;20;18
5035;nombre 5035;16;10
5036;nombre 5036;12;4
5037;nombre 5037;14;8
5038;nombre 5038;20;19
5039;nombre 5039;13;14
5040;nombre 5040;11;6
5041;nombre 5041;14;0
5042;nombre 5042;10;15
5043;nombre 5043;20;11
5044;nombre 5044;20;17
5045;nombre 5045;15;11
5046;nombre 5046;16;20
5047;nombre 5047;13;11
5048;nombre 5048;12;14
5049;nombre 5049;18;3
5050;nombre 5050;16;3
5051;nombre 5051;15;19
5052;nombre 5052;20;1
5053;nombre 5053;19;2
5054;nombre 5054;11;10
5055;nombre 5055;20;13
5056;nombre 5056;11;8
5057;nombre 5057;14;10
5058;nombre 5058;19;14
5059;nombre 5059;19;7
5060;nombre 5060;18;1
5061;nombre 5061;19;19
5062;nombre 5062;18;12
5063;nombre 5063;17;13
5064;nombre 5064;15;0
5065;nombre 5065;11;20
5066;nombre 5066;18;20
5067;nombre 5067;17;0
5068;nombre 5068;12;17
5069;nombre 5069;20;19
5070;nombre 5070;11;3
5071;nombre 5071;13;12
5072;nombre 5072;13;17
5073;nombre 5073;17;1
5074;nombre 5074;11;15
5075;nombre 5075;13;5
5076;nombre 5076;11;10
5077;nombre 5077;15;1
5078;nombre 5078;17;6
5079;nombre 5079;20;7
5080;nombre 5080;10;15
5081;nombre 5081;10;15
5082;nombre 5082;14;3
5083;nombre 5083;15;0
5084;nombre 5084;15;0
5085;nombre 5085;18;5
5086;nombre 5086;10;18
5087;nombre 5087;17;20
5088;nombre 5088;18;17
5089;nombre 5089;20;13
5090;nombre 5090;10;15
5091;nombre 5091;15;8
5092;nombre 5092;17;19
5093;nombre 5093;15;7
5094;nombre 5094;14;3
5095;nombre 5095;13;19
5096;nombre 5096;18;5
5097;nombre 5097;14;5
5098;nombre 5098;17;19
5099;nombre 5099;19;16
5100;nombre 5100;20;9
5101;nombre 5101;10;5
5102;nombre 5102;14;4
5103;nombre 5103;13;15
5104;nombre 5104;17;10
5105;nombre 5105;14;17
5106;nombre 5106;10;16
5107;nombre 5107;12;7
5108;nombre 5108;11;15
5109;nombre 5109;18;1
5110;nombre 5110;14;2
5111;nombre 5111;12;13
5112;nombre 5112;17;11
5113;nombre 5113;15;4
5114;nombre 5114;14;5
5115;nombre 5115;12;13
5116;nombre 5116;16;13
5117;nombre 5117;18;7
5118;nombre 5118;18;14
5119;nombre 5119;13;2
5120;nombre 5120;10;7
5121;nombre 5121;15;6
5122;nombre 5122;19;13
5123;nombre 5123;17;11
5124;nombre 5124;18;12
5125;nombre 5125;14;3
5126;nombre 5126;13;13
5127;nombre 5127;15;10
5128;nombre 5128;10;6
5129;nombre 5129;10;10
5130;nombre 5130;10;10
5131;nombre 5131;17;19
5132;nombre 5132;10;10
5133;nombre 5133;15;14
5134;nombre 5134;15;12
5135;nombre 5135;13;15
5136;nombre 5136;19;11
5137;nombre 5137;16;9
5138;nombre 5138;12;11
5139;nombre 5139;11;11
5140;nombre 5140;13;1
5141;nombre 5141;19;11
5142;nombre 5142;14;14
5143;nombre 5143;10;11
5144;nombre 5144;16;9
5145;nombre 5145;12;12
5146;nombre 5146;10;18
5147;nombre 5147;11;1
5148;nombre 5148;18;9
5149;nombre 5149;13;15
5150;nombre 5150;20;0
5151;nombre 5151;15;15
5152;nombre 5152;12;12
5153;nombre 5153;11;11
5154;nombre 5154;17;2
5155;nombre 5155;16;6
5156;nombre 5156;11;18
5157;nombre 5157;16;14
5158;nombre 5158;12;12
5159;nombre 5159;19;17
5160;nombre 5160;19;11
5161;nombre 5161;16;1
5162;nombre 5162;16;4
5163;nombre 5163;20;15
5164;nombre 5164;19;11
5165;nombre 5165;10;4
5166;nombre 5166;13;13
5167;nombre 5167;15;7
5168;nombre 5168;20;14
5169;nombre 5169;13;16
5170;nombre 5170;14;7
5171;nombre 5171;14;20
5172;nombre 5172;14;11
5173;nombre 5173;13;6
5174;nombre 5174;18;9
5175;nombre 5175;13;2
5176;nombre 5176;12;0
5177;nombre 5177;15;11
5178;nombre 5178;13;4
5179;nombre 5179;12;19
5180;nombre 5180;13;13
5181;nombre 5181;10;1
5182;nombre 5182;15;11
5183;nombre 5183;14;16
5184;nombre 5184;10;15
5185;nombre 5185;16;10
5186;nombre 5186;12;4
5187;nombre 5187;18;7
5188;nombre 5188;20;4
5189;nombre 5189;11;9
5190;nombre 5190;12;16
5191;nombre 5191;11;4
5192;nombre 5192;11;6
5193;nombre 5193;20;11
5194;nombre 5194;11;1
5195;nombre 5195;14;11
5196;nombre 5196;13;19
5197;nombre 5197;19;13
5198;nombre 5198;15;18
5199;nombre 5199;12;3
5200;nombre 5200;12;12
5201;nombre 5201;17;12
5202;nombre 5202;19;19
5203;nombre 5203;14;4
5204;nombre 5204;16;13
5205;nombre 5205;16;13
5206;nombre 5206;15;14
5207;nombre 5207;10;1
5208;nombre 5208;18;4
5209;nombre 5209;14;16
5210;nombre 5210;14;18
5211;nombre 5211;18;7
5212;nombre 5212;12;8
5213;nombre 5213;18;4
5214;nombre 5214;13;6
5215;nombre 5215;12;6
5216;nombre 5216;16;9
5217;nombre 5217;11;20
5218;nombre 5218;15;7
5219;nombre 5219;20;10
5220;nombre 5220;20;12
5221;nombre 5221;18;0
5222;nombre 5222;16;5
5223;nombre 5223;20;2
5224;nombre 5224;13;7
5225;nombre 5225;10;5
5226;nombre 5226;10;12
5227;nombre 5227;20;2
5228;nombre 5228;18;19
5229;nombre 5229;15;8
5230;nombre 5230;13;15
5231;nombre 5231;17;6
5232;nombre 5232;11;0
5233;nombre 5233;19;9
5234;nombre 5234;14;13
5235;nombre 5235;10;13
5236;nombre 5236;12;7
5237;nombre 5237;13;18
5238;nombre 5238;20;15
5239;nombre 5239;13;19
5240;nombre 5240;12;8
5241;nombre 5241;10;17
5242;nombre 5242;16;1
5243;nombre 5243;13;20
5244;nombre 5244;17;8
5245;nombre 5245;15;3
5246;nombre 5246;16;2
5247;nombre 5247;10;19
5248;nombre 5248;10;2
5249;nombre 5249;10;1
5250;nombre 5250;11;4
5251;nombre 5251;15;20
5252;nombre 5252;17;16
5253;nombre 5253;13;5
5254;nombre 5254;17;14
5255;nombre 5255;18;7
5256;nombre 5256;12;4
5257;nombre 5257;11;14
5258;nombre 5258;19;14
5259;nombre 5259;18;7
5260;nombre 5260;11;19
5261;nombre 5261;10;17
5262;nombre 5262;15;2
5263;nombre 5263;15;19
5264;nombre 5264;13;6
5265;nombre 5265;16;14
5266;nombre 5266;17;16
5267;nombre 5267;14;4
5268;nombre 5268;14;14
5269;nombre 5269;19;4
5270;nombre 5270;12;9
5271;nombre 5271;12;2
5272;nombre 5272;16;1
5273;nombre 5273;20;8
5274;nombre 5274;16;19
5275;nombre 5275;11;2
5276;nombre 5276;13;7
5277;nombre 5277;13;20
5278;nombre 5278;16;13
5279;nombre 5279;10;14
5280;nombre 5280;13;0
5281;nombre 5281;19;16
5282;nombre 5282;15;5
5283;nombre 5283;20;0
5284;nombre 5284;10;5
5285;nombre 5285;13;8
5286;nombre 5286;15;18
5287;nombre 5287;19;16
5288;nombre 5288;16;7
5289;nombre 5289;20;0
5290;nombre 5290;16;8
5291;nombre 5291;19;11
5292;nombre 5292;10;3
5293;nombre 5293;16;13
5294;nombre 5294;20;0
5295;nombre 5295;13;5
5296;nombre 5296;18;5
5297;nombre 5297;10;13
5298;nombre 5298;11;9
5299;nombre 5299;17;11
5300;nombre 5300;13;12
5301;nombre 5301;13;15
5302;nombre 5302;19;4
5303;nombre 5303;18;12
5304;nombre 5304;15;18
5305;nombre 5305;14;12
5306;nombre 5306;16;1
5307;nombre 5307;11;2
5308;nombre 5308;13;14
5309;nombre 5309;17;2
5310;nombre 5310;15;7
5311;nombre 5311;19;1
5312;nombre 5312;10;5
5313;nombre 5313;19;2
5314;nombre 5314;17;7
5315;nombre 5315;14;4
5316;nombre 5316;16;14
5317;nombre 5317;13;0
5318;nombre 5318;20;14
5319;nombre 5319;10;15
5320;nombre 5320;18;14
5321;nombre 5321;12;0
5322;nombre 5322;14;8
5323;nombre 5323;15;17
5324;nombre 5324;19;3
5325;nombre 5325;13;10
5326;nombre 5326;17;0
5327;nombre 5327;18;12
5328;nombre 5328;12;4
5329;nombre 5329;15;18
5330;nombre 5330;12;18
5331;nombre 5331;12;12
5332;nombre 5332;12;2
5333;nombre 5333;10;7
5334;nombre 5334;11;2
5335;nombre 5335;19;19
5336;nombre 5336;13;17
5337;nombre 5337;12;17
5338;nombre 5338;16;0
5339;nombre 5339;19;16
5340;nombre 5340;20;17
5341;nombre 5341;19;16
5342;nombre 5342;18;18
5343;nombre 5343;11;19
5344;nombre 5344;16;15
5345;nombre 5345;13;18
5346;nombre 5346;11;4
5347;nombre 5347;15;3
5348;nombre 5348;18;13
5349;nombre 5349;17;20
5350;nombre 5350;16;3
5351;nombre 5351;13;3
5352;nombre 5352;11;13
5353;nombre 5353;11;5
5354;nombre 5354;11;19
5355;nombre 5355;12;7
5356;nombre 5356;15;14
5357;nombre 5357;19;6
5358;nombre 5358;20;1
5359;nombre 5359;20;1
5360;nombre 5360;12;4
5361;nombre 5361;15;3
5362;nombre 5362;15;10
5363;nombre 5363;15;16
5364;nombre 5364;16;12
5365;nombre 5365;17;9
5366;nombre 5366;10;8
5367;nombre 5367;16;1
5368;nombre 5368;14;18
5369;nombre 5369;15;8
5370;nombre 5370;17;10
5371;nombre 5371;16;16
5372;nombre 5372;11;7
5373;nombre 5373;11;11
5374;nombre 5374;14;10
5375;nombre 5375;15;8
5376;nombre 5376;16;16
5377;nombre 5377;11;12
5378;nombre 5378;10;17
5379;nombre 5379;15;11
5380;nombre 5380;18;9
5381;nombre 5381;15;12
5382;nombre 5382;10;8
5383;nombre 5383;19;1
5384;nombre 5384;16;14
5385;nombre 5385;19;12
5386;nombre 5386;17;13
5387;nombre 5387;15;1
5388;nombre 5388;11;20
5389;nombre 5389;17;8
5390;nombre 5390;15;19
5391;nombre 5391;19;13
5392;nombre 5392;11;6
5393;nombre 5393;18;5
5394;nombre 5394;20;4
5395;nombre 5395;13;3
5396;nombre 5396;11;3
5397;nombre 5397;11;2
5398;nombre 5398;20;1
5399;nombre 5399;10;0
5400;nombre 5400;14;12
5401;nombre 5401;11;3
5402;nombre 5402;13;18
5403;nombre 5403;12;12
5404;nombre 5404;14;7
5405;nombre 5405;11;4
5406;nombre 5406;20;10
5407;nombre 5407;19;18
5408;nombre 5408;14;2
5409;nombre 5409;15;16
5410;nombre 5410;11;14
5411;nombre 5411;16;2
5412;nombre 5412;12;14
5413;nombre 5413;13;10
5414;nombre 5414;17;12
5415;nombre 5415;20;8
5416;nombre 5416;12;0
5417;nombre 5417;17;2
5418;nombre 5418;14;15
5419;nombre 5419;10;7
5420;nombre 5420;18;9
5421;nombre 5421;19;17
5422;nombre 5422;13;20
5423;nombre 5423;16;20
5424;nombre 5424;16;15
5425;nombre 5425;10;5
5426;nombre 5426;19;5
5427;nombre 5427;16;20
5428;nombre 5428;16;17
5429;nombre 5429;17;6
